numero,type,soustype,adresse,code_postal,ville,arrondissement,conseilquartier,datedecl,anneedecl,moisdecl,prefixe,intervenant,id_dmr,geo_shape,geo_point_2d,mois_annee_decla,latitude,longitude,lat_rad,lon_rad,cluster
16447,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","90 Rue de la Victoire, 75009 PARIS",75009,Paris 09,9,OPERA - CHAUSSEE D'ANTIN,2024-03-06,2024,3,IOS application,DVD,A2024C016447,"{""coordinates"": [2.331057787576589, 48.8750648491149], ""type"": ""Point""}","48.8750648491149, 2.331057787576589",2024-03,48.8750648491149,2.331057787576589,0.8530308037428006,0.040684633447466055,1314
19252,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","5 Rue Boudreau, 75009 PARIS",75009,Paris 09,9,OPERA - CHAUSSEE D'ANTIN,2024-05-07,2024,5,Android,DVD,G2024E019252,"{""coordinates"": [2.32935762350375, 48.8721504200357], ""type"": ""Point""}","48.8721504200357, 2.32935762350375",2024-05,48.8721504200357,2.32935762350375,0.8529799373595527,0.04065495998657089,1264
68704,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","29 avenue de Messine, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-01-26,2024,1,Android,DVD,G2024A068704,"{""coordinates"": [2.3104817866338965, 48.87728118793881], ""type"": ""Point""}","48.87728118793881, 2.3104817866338965",2024-01,48.87728118793881,2.3104817866338965,0.8530694861526177,0.04032551448412261,1051
76550,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","2 Rue de Franqueville, 75116 PARIS",75116,Paris 16,16,MUETTE NORD,2024-02-27,2024,2,IOS application,DVD,A2024B076550,"{""coordinates"": [2.273127079400989, 48.860336302661565], ""type"": ""Point""}","48.860336302661565, 2.273127079400989",2024-02,48.860336302661565,2.273127079400989,0.8527737421131569,0.039673551851789834,0
81868,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","33 Rue Benjamin Franklin, 75116 PARIS",75116,Paris 16,16,MUETTE NORD,2024-03-23,2024,3,Android,DVD,G2024C081868,"{""coordinates"": [2.286279201678366, 48.861213682799026], ""type"": ""Point""}","48.861213682799026, 2.286279201678366",2024-03,48.861213682799026,2.286279201678366,0.8527890552853472,0.03990309968915495,1173
61424,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","4 avenue Percier, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-02-21,2024,2,Android,DVD,G2024B061424,"{""coordinates"": [2.3146429066442864, 48.873931884256706], ""type"": ""Point""}","48.873931884256706, 2.3146429066442864",2024-02,48.873931884256706,2.3146429066442864,0.8530110297757157,0.04039813972887453,1
43413,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","6 Rue Emile Reynaud, 75019 PARIS",75019,Paris 19,19,ROSA PARKS - MACDONALD,2024-11-09,2024,11,Android,DVD,G2024K043413,"{""coordinates"": [2.387479543030323, 48.90119933997021], ""type"": ""Point""}","48.90119933997021, 2.387479543030323",2024-11,48.90119933997021,2.387479543030323,0.8534869366565582,0.04166937884988877,2
30246,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","11 Place de Narvik, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-11-06,2024,11,Android,DVD,G2024K030246,"{""coordinates"": [2.31287717770372, 48.87644958378689], ""type"": ""Point""}","48.87644958378689, 2.31287717770372",2024-11,48.87644958378689,2.31287717770372,0.8530549719220933,0.040367321945163896,3
82329,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","9bV place de la Concorde, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-05-29,2024,5,Page DMR Paris.fr,DVD,S2024E082329,"{""coordinates"": [2.321922779489872, 48.8654174793995], ""type"": ""Point""}","48.8654174793995, 2.321922779489872",2024-05,48.8654174793995,2.321922779489872,0.8528624253771097,0.040525197479156526,4
5225,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","25 Rue Murillo, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-01-03,2024,1,Android,DVD,G2024A005225,"{""coordinates"": [2.30647110938613, 48.87771606380769], ""type"": ""Point""}","48.87771606380769, 2.30647110938613",2024-01,48.87771606380769,2.30647110938613,0.853077076168367,0.04025551496091426,5
90635,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","9bV place de la Concorde, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-10-24,2024,10,Page DMR Paris.fr,DVD,S2024J090635,"{""coordinates"": [2.321922779489872, 48.8654174793995], ""type"": ""Point""}","48.8654174793995, 2.321922779489872",2024-10,48.8654174793995,2.321922779489872,0.8528624253771097,0.040525197479156526,4
90294,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","37 Rue du Four, 75006 PARIS",75006,Paris 06,6,RENNES,2024-06-28,2024,6,Android,DVD,G2024F090294,"{""coordinates"": [2.332908868179549, 48.85259628187742], ""type"": ""Point""}","48.85259628187742, 2.332908868179549",2024-06,48.85259628187742,2.332908868179549,0.8526386532663007,0.0407169408987075,1435
18921,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","32 Avenue Mozart, 75016 PARIS",75016,Paris 16,16,MUETTE SUD,2024-09-08,2024,9,IOS application,DVD,A2024I018921,"{""coordinates"": [2.271044730602232, 48.85620117056057], ""type"": ""Point""}","48.85620117056057, 2.271044730602232",2024-09,48.85620117056057,2.271044730602232,0.8527015704429897,0.03963720800907657,1370
77431,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","7 Cour de Rome, 75008 PARIS",75008,Paris 08,8,EUROPE,2024-11-15,2024,11,Android,DVD,G2024K077431,"{""coordinates"": [2.32499694838677, 48.87538146868494], ""type"": ""Point""}","48.87538146868494, 2.32499694838677",2024-11,48.87538146868494,2.32499694838677,0.853036329796774,0.040578851848169804,6
84950,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","1 rue Raynouard, 75016 PARIS",75016,Paris 16,16,MUETTE SUD,2024-01-31,2024,1,Page DMR Paris.fr,DVD,S2024A084950,"{""coordinates"": [2.284594535569007, 48.858318328328934], ""type"": ""Point""}","48.858318328328934, 2.284594535569007",2024-01,48.858318328328934,2.284594535569007,0.8527385218168319,0.03987369671874988,1081
47031,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","8 Boulevard des Capucines, 75009 PARIS",75009,Paris 09,9,OPERA - CHAUSSEE D'ANTIN,2024-01-19,2024,1,IOS application,DVD,A2024A047031,"{""coordinates"": [2.333043336600305, 48.87087631146964], ""type"": ""Point""}","48.87087631146964, 2.333043336600305",2024-01,48.87087631146964,2.333043336600305,0.852957699970047,0.04071928781538965,1068
8835,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","39 rue Gabriel Lamé, 75012 PARIS",75012,Paris 12,12,BERCY,2024-03-04,2024,3,Page DMR Paris.fr,DVD,S2024C008835,"{""coordinates"": [2.385730027540401, 48.83480453423243], ""type"": ""Point""}","48.83480453423243, 2.385730027540401",2024-03,48.83480453423243,2.385730027540401,0.8523281286902118,0.041638844044274995,1100
73821,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","160X allée du Bord de l'Eau, 75016 PARIS",75016,Paris 16,16,BOIS DE BOULOGNE,2024-04-25,2024,4,Page DMR Paris.fr,DVD,S2024D073821,"{""coordinates"": [2.2452282901509952, 48.87451553252476], ""type"": ""Point""}","48.87451553252476, 2.2452282901509952",2024-04,48.87451553252476,2.2452282901509952,0.8530212163596668,0.03918662612205744,1115
78503,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","12 Rue Vignon, 75009 PARIS",75009,Paris 09,9,OPERA - CHAUSSEE D'ANTIN,2024-03-22,2024,3,Android,DVD,G2024C078503,"{""coordinates"": [2.326291323000466, 48.87080001714174], ""type"": ""Point""}","48.87080001714174, 2.326291323000466",2024-03,48.87080001714174,2.326291323000466,0.8529563683828246,0.04060144294693302,7
37790,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","7 Rue Alfred de Vigny, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-07-11,2024,7,IOS application,DVD,A2024G037790,"{""coordinates"": [2.31492781673116, 48.871414183876375], ""type"": ""Point""}","48.871414183876375, 2.31492781673116",2024-07,48.871414183876375,2.31492781673116,0.8529670876145002,0.04040311234796262,1113
15726,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","5 Rue de Cerisoles, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-07-05,2024,7,Android,DVD,G2024G015726,"{""coordinates"": [2.302848339195885, 48.8689422596799], ""type"": ""Point""}","48.8689422596799, 2.302848339195885",2024-07,48.8689422596799,2.302848339195885,0.852923944398412,0.04019228569305138,1164
12296,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","37 Rue Taitbout, 75009 PARIS",75009,Paris 09,9,OPERA - CHAUSSEE D'ANTIN,2024-07-04,2024,7,Android,DVD,G2024G012296,"{""coordinates"": [2.335181235903621, 48.87403106602322], ""type"": ""Point""}","48.87403106602322, 2.335181235903621",2024-07,48.87403106602322,2.335181235903621,0.8530127608240994,0.04075660119730861,1290
8434,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","153 Rue de Bercy, 75012 PARIS",75012,Paris 12,12,BERCY,2024-01-04,2024,1,Android,DVD,G2024A008434,"{""coordinates"": [2.3768494128890674, 48.84161376898767], ""type"": ""Point""}","48.84161376898767, 2.3768494128890674",2024-01,48.84161376898767,2.3768494128890674,0.852446972256232,0.04148384807900837,1041
93921,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","56 Rue de Seine, 75006 PARIS",75006,Paris 06,6,SAINT - GERMAIN DES PRES,2024-03-26,2024,3,Android,DVD,G2024C093921,"{""coordinates"": [2.336860417865779, 48.85398864644656], ""type"": ""Point""}","48.85398864644656, 2.336860417865779",2024-03,48.85398864644656,2.336860417865779,0.8526629546124205,0.040785908451288364,8
130652,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","104 Avenue du Président Kennedy, 75016 PARIS",75016,Paris 16,16,MUETTE SUD,2024-11-26,2024,11,IOS application,DVD,A2024K130652,"{""coordinates"": [2.2813644404991282, 48.85333633290827], ""type"": ""Point""}","48.85333633290827, 2.2813644404991282",2024-11,48.85333633290827,2.2813644404991282,0.8526515695934219,0.03981732092462806,1300
15194,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","57 Boulevard de Picpus, 75012 PARIS",75012,Paris 12,12,NATION - PICPUS,2023-12-07,2023,12,Android,DVD,G2023L015194,"{""coordinates"": [2.4008290770833782, 48.84595489439405], ""type"": ""Point""}","48.84595489439405, 2.4008290770833782",2023-12,48.84595489439405,2.4008290770833782,0.8525227391878152,0.04190237217272169,1437
142454,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","63 boulevard de Picpus, 75012 PARIS",75012,Paris 12,12,NATION - PICPUS,2024-11-28,2024,11,Android,DVD,G2024K142454,"{""coordinates"": [2.400145531289264, 48.846214293079974], ""type"": ""Point""}","48.846214293079974, 2.400145531289264",2024-11,48.846214293079974,2.400145531289264,0.85252726654896,0.041890442048026236,9
73267,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","1 rue Petitot, 75019 PARIS",75019,Paris 19,19,PLACE DES FETES,2023-11-30,2023,11,Page DMR Paris.fr,DVD,S2023K073267,"{""coordinates"": [2.392493486811222, 48.87649536068279], ""type"": ""Point""}","48.87649536068279, 2.392493486811222",2023-11,48.87649536068279,2.392493486811222,0.8530557708796481,0.041756888677375356,1447
74654,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","6 rue Clapeyron, 75008 PARIS",75008,Paris 08,8,EUROPE,2024-02-26,2024,2,Page DMR Paris.fr,DVD,S2024B074654,"{""coordinates"": [2.3242216106441083, 48.88152313173463], ""type"": ""Point""}","48.88152313173463, 2.3242216106441083",2024-02,48.88152313173463,2.3242216106441083,0.8531435220385393,0.040565319651745375,10
33291,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","16 Rue du Boccador, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-02-12,2024,2,Android,DVD,G2024B033291,"{""coordinates"": [2.302613734946518, 48.867015837673144], ""type"": ""Point""}","48.867015837673144, 2.302613734946518",2024-02,48.867015837673144,2.302613734946518,0.8528903219916112,0.04018819107646075,11
53644,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","2 Place Saint-Michel, 75006 PARIS",75006,Paris 06,6,MONNAIE,2024-03-16,2024,3,Android,DVD,G2024C053644,"{""coordinates"": [2.3440086848282267, 48.853702544103555], ""type"": ""Point""}","48.853702544103555, 2.3440086848282267",2024-03,48.853702544103555,2.3440086848282267,0.8526579611845373,0.04091066924559461,1399
18853,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","31 avenue de Saint-Mandé, 75012 PARIS",75012,Paris 12,12,NATION - PICPUS,2024-03-07,2024,3,Android,DVD,G2024C018853,"{""coordinates"": [2.4001905912071666, 48.845352171888656], ""type"": ""Point""}","48.845352171888656, 2.4001905912071666",2024-03,48.845352171888656,2.4001905912071666,0.8525122196956203,0.04189122849195432,1437
50495,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","3 Rue des Marronniers, 75016 PARIS",75016,Paris 16,16,MUETTE SUD,2024-05-19,2024,5,Android,DVD,G2024E050495,"{""coordinates"": [2.2775061127350167, 48.85416412237178], ""type"": ""Point""}","48.85416412237178, 2.2775061127350167",2024-05,48.85416412237178,2.2775061127350167,0.8526660172450734,0.0397499804015232,12
53631,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","12 Rue Marbeuf, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-03-16,2024,3,Android,DVD,G2024C053631,"{""coordinates"": [2.3028645509862735, 48.867813109591836], ""type"": ""Point""}","48.867813109591836, 2.3028645509862735",2024-03,48.867813109591836,2.3028645509862735,0.8529042370116261,0.0401925686421713,1164
25063,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","24X chemin de Ceinture du Lac Inférieur, 75016 PARIS",75016,Paris 16,16,BOIS DE BOULOGNE,2023-11-11,2023,11,Page DMR Paris.fr,DEVE,S2023K025063,"{""coordinates"": [2.2621154782703914, 48.862358092321735], ""type"": ""Point""}","48.862358092321735, 2.2621154782703914",2023-11,48.862358092321735,2.2621154782703914,0.8528090289995097,0.039481363156144575,1383
67164,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","21 route de la Muette à Neuilly, 75116 PARIS",75116,Paris 16,16,BOIS DE BOULOGNE,2024-02-23,2024,2,Page DMR Paris.fr,DVD,S2024B067164,"{""coordinates"": [2.264686584653349, 48.86923217676295], ""type"": ""Point""}","48.86923217676295, 2.264686584653349",2024-02,48.86923217676295,2.264686584653349,0.852929004406069,0.039526237427946226,13
46546,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","6 Rue Magellan, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-01-19,2024,1,Android,DVD,G2024A046546,"{""coordinates"": [2.3001983164799733, 48.87023162781461], ""type"": ""Point""}","48.87023162781461, 2.3001983164799733",2024-01,48.87023162781461,2.3001983164799733,0.852946448117633,0.04014603407140608,14
70162,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","11b Rue Christophe Colomb, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-01-26,2024,1,IOS application,DVD,A2024A070162,"{""coordinates"": [2.2992725370169036, 48.8696174608079], ""type"": ""Point""}","48.8696174608079, 2.2992725370169036",2024-01,48.8696174608079,2.2992725370169036,0.8529357288812088,0.040129876171628165,15
33626,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","11 Rue Henri Ribière, 75019 PARIS",75019,Paris 19,19,PLACE DES FETES,2024-02-12,2024,2,Android,DVD,G2024B033626,"{""coordinates"": [2.3955075744217913, 48.87675094509866], ""type"": ""Point""}","48.87675094509866, 2.3955075744217913",2024-02,48.87675094509866,2.3955075744217913,0.8530602316692217,0.041809494430123356,1126
24997,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","18 Rue Quentin Bauchart, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-01-10,2024,1,Android,DVD,G2024A024997,"{""coordinates"": [2.301691771026567, 48.87026977486948], ""type"": ""Point""}","48.87026977486948, 2.301691771026567",2024-01,48.87026977486948,2.301691771026567,0.8529471139093404,0.040172099770473015,1497
23749,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","8 Rue de Castellane, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2023-12-11,2023,12,Android,DVD,G2023L023749,"{""coordinates"": [2.3251738549081766, 48.872409819248375], ""type"": ""Point""}","48.872409819248375, 2.3251738549081766",2023-12,48.872409819248375,2.3251738549081766,0.852984464729891,0.040581939449436596,16
76180,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","185 Boulevard Macdonald, 75019 PARIS",75019,Paris 19,19,ROSA PARKS - MACDONALD,2024-03-21,2024,3,IOS application,DVD,A2024C076180,"{""coordinates"": [2.374445914726355, 48.89831924351223], ""type"": ""Point""}","48.89831924351223, 2.374445914726355",2024-03,48.89831924351223,2.374445914726355,0.8534366694905914,0.04144189912250341,1176
19856,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","2 Rue Boissy d'Anglas, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2023-11-09,2023,11,Android,DVD,G2023K019856,"{""coordinates"": [2.321057081468399, 48.86749648968874], ""type"": ""Point""}","48.86749648968874, 2.321057081468399",2023-11,48.86749648968874,2.321057081468399,0.8528987109518398,0.04051008819835382,17
109879,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","6 Rue Quentin Bauchart, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-11-22,2024,11,IOS application,DVD,A2024K109879,"{""coordinates"": [2.2997796537787574, 48.86880493039516], ""type"": ""Point""}","48.86880493039516, 2.2997796537787574",2024-11,48.86880493039516,2.2997796537787574,0.8529215475502339,0.04013872702881457,1512
17289,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","1bis Rue de Turin, 75008 PARIS",75008,Paris 08,8,EUROPE,2024-02-06,2024,2,Android,DVD,G2024B017289,"{""coordinates"": [2.325294495284068, 48.8796157827775], ""type"": ""Point""}","48.8796157827775, 2.325294495284068",2024-02,48.8796157827775,2.325294495284068,0.8531102325192528,0.040584045021206744,1499
63180,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","11 Place de Narvik, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-11-13,2024,11,Android,DVD,G2024K063180,"{""coordinates"": [2.31287717770372, 48.87644958378689], ""type"": ""Point""}","48.87644958378689, 2.31287717770372",2024-11,48.87644958378689,2.31287717770372,0.8530549719220933,0.040367321945163896,3
87640,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","16 Avenue de Messine, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-04-30,2024,4,IOS application,DVD,A2024D087640,"{""coordinates"": [2.313912391974479, 48.876327513986105], ""type"": ""Point""}","48.876327513986105, 2.313912391974479",2024-04,48.876327513986105,2.313912391974479,0.8530528414021524,0.04038538984265227,18
82891,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","34 Rue de Presbourg, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-10-23,2024,10,Android,DVD,G2024J082891,"{""coordinates"": [2.296415090899219, 48.872669219389806], ""type"": ""Point""}","48.872669219389806, 2.296415090899219",2024-10,48.872669219389806,2.296415090899219,0.8529889921164391,0.04008000432867624,19
76804,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","5218 Boulevards des Maréchaux, 75018 PARIS",75018,Paris 18,18,CHARLES HERMITE - EVANGILE,2024-04-26,2024,4,Android,DVD,G2024D076804,"{""coordinates"": [2.357052564623425, 48.89831161430449], ""type"": ""Point""}","48.89831161430449, 2.357052564623425",2024-04,48.89831161430449,2.357052564623425,0.853436536335797,0.041138327895255185,20
1845,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","34 Rue de la Glacière, 75013 PARIS",75013,Paris 13,13,CROULEBARBE,2024-02-01,2024,2,IOS application,DVD,A2024B001845,"{""coordinates"": [2.344897508341721, 48.834209441042454], ""type"": ""Point""}","48.834209441042454, 2.344897508341721",2024-02,48.834209441042454,2.344897508341721,0.8523177423546905,0.040926182142374236,1150
50025,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","23 Rue Jean Bologne, 75016 PARIS",75016,Paris 16,16,MUETTE SUD,2024-01-20,2024,1,IOS application,DVD,A2024A050025,"{""coordinates"": [2.27980256098904, 48.85750198277669], ""type"": ""Point""}","48.85750198277669, 2.27980256098904",2024-01,48.85750198277669,2.27980256098904,0.8527242738991111,0.03979006098465759,21
73854,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","24 Rue Jean Cottin, 75018 PARIS",75018,Paris 18,18,CHARLES HERMITE - EVANGILE,2024-02-26,2024,2,Android,DVD,G2024B073854,"{""coordinates"": [2.3621449473592686, 48.89480972166981], ""type"": ""Point""}","48.89480972166981, 2.3621449473592686",2024-02,48.89480972166981,2.3621449473592686,0.8533754167792704,0.04122720674076737,22
57725,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","4 Place Saint-Michel, 75006 PARIS",75006,Paris 06,6,MONNAIE,2024-06-19,2024,6,IOS application,DVD,A2024F057725,"{""coordinates"": [2.343496083616169, 48.853610991643684], ""type"": ""Point""}","48.853610991643684, 2.343496083616169",2024-06,48.853610991643684,2.343496083616169,0.8526563632926742,0.04090172266669449,23
27649,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","20 Rue Lavoisier, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-10-11,2024,10,Android,DVD,G2024J027649,"{""coordinates"": [2.3200387948928514, 48.87389373658963], ""type"": ""Point""}","48.87389373658963, 2.3200387948928514",2024-10,48.87389373658963,2.3200387948928514,0.8530103639733233,0.04049231574488166,24
74287,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","2 Passage de l'Yonne, 75012 PARIS",75012,Paris 12,12,BERCY,2024-01-28,2024,1,IOS application,DVD,A2024A074287,"{""coordinates"": [2.3862309458414144, 48.83229446321817], ""type"": ""Point""}","48.83229446321817, 2.3862309458414144",2024-01,48.83229446321817,2.3862309458414144,0.852284319686554,0.041647586717911175,1100
104613,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","59 Port des Champs-Élysées, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-03-29,2024,3,IOS application,DVD,A2024C104613,"{""coordinates"": [2.309312343725897, 48.86435317883798], ""type"": ""Point""}","48.86435317883798, 2.309312343725897",2024-03,48.86435317883798,2.309312343725897,0.8528438498280804,0.040305103854963914,1460
22810,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","46 Rue de Naples, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-02-08,2024,2,Android,DVD,G2024B022810,"{""coordinates"": [2.3151733876241893, 48.879146575357304], ""type"": ""Point""}","48.879146575357304, 2.3151733876241893",2024-02,48.879146575357304,2.3151733876241893,0.8531020433048956,0.04040739836859304,1455
72155,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","12 Avenue de Messine, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-04-25,2024,4,Android,DVD,G2024D072155,"{""coordinates"": [2.3142368788875998, 48.87590408217982], ""type"": ""Point""}","48.87590408217982, 2.3142368788875998",2024-04,48.87590408217982,2.3142368788875998,0.853045451122975,0.04039105320766586,1415
66185,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","55 Rue d'Anjou, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-07-21,2024,7,Android,DVD,G2024G066185,"{""coordinates"": [2.3223896021177515, 48.87355041391487], ""type"": ""Point""}","48.87355041391487, 2.3223896021177515",2024-07,48.87355041391487,2.3223896021177515,0.853004371862252,0.040533345071035835,25
55138,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","5 Rue Tronson du Coudray, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-04-19,2024,4,IOS application,DVD,A2024D055138,"{""coordinates"": [2.323029994442128, 48.873043059101825], ""type"": ""Point""}","48.873043059101825, 2.323029994442128",2024-04,48.873043059101825,2.323029994442128,0.8529955168502885,0.04054452202560071,1066
24848,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","20 Rue Euler, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-01-10,2024,1,Android,DVD,G2024A024848,"{""coordinates"": [2.297960758646672, 48.871124266896544], ""type"": ""Point""}","48.871124266896544, 2.297960758646672",2024-01,48.871124266896544,2.297960758646672,0.8529620276086447,0.04010698132001118,1157
54487,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","10 Rue de Marignan, 75008 PARIS",75008,Paris 08,8,TRIANGLE D'OR,2024-01-22,2024,1,Android,DVD,G2024A054487,"{""coordinates"": [2.306513786720408, 48.868358611028654], ""type"": ""Point""}","48.868358611028654, 2.306513786720408",2024-01,48.868358611028654,2.306513786720408,0.8529137578077729,0.04025625982091339,26
67920,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","4 rue Michelet, 75006 PARIS",75006,Paris 06,6,NOTRE - DAME DES CHAMPS,2024-03-20,2024,3,Page DMR Paris.fr,DVD,S2024C067920,"{""coordinates"": [2.337652206634159, 48.84261321903863], ""type"": ""Point""}","48.84261321903863, 2.337652206634159",2024-03,48.84261321903863,2.337652206634159,0.8524644159503305,0.0407997277722769,27
76315,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","3 Rue de Penthièvre, 75008 PARIS",75008,Paris 08,8,ELYSEES - MADELEINE,2024-07-24,2024,7,Android,DVD,G2024G076315,"{""coordinates"": [2.317650794554719, 48.87308120601806], ""type"": ""Point""}","48.87308120601806, 2.317650794554719",2024-07,48.87308120601806,2.317650794554719,0.8529961826395762,0.04045063727644251,1199
34084,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","8 Rue de Monceau, 75008 PARIS",75008,Paris 08,8,MONCEAU,2024-05-13,2024,5,IOS application,DVD,A2024E034084,"{""coordinates"": [2.306746483513826, 48.8754882803162], ""type"": ""Point""}","48.8754882803162, 2.306746483513826",2024-05,48.8754882803162,2.306746483513826,0.8530381940114189,0.040260321146117356,28
62543,Voirie et espace public,"Trottoirs : Affaissement, trou, bosse, pavé arraché","12 rue du Helder, 75009 PARIS",75009,Paris 09,9,OPERA - CHAUSSEE D'ANTIN,2024-01-24,2024,1,Page DMR Paris.fr,DVD,S2024A062543,"{""coordinates"": [2.335054874012337, 48.872039794119615], ""type"": ""Point""}","48.872039794119615, 2.335054874012337",2024-01,48.872039794119615,2.335054874012337,0.852978006573079,0.04075439576625666,29
